title,link,date_published,text_orig,source,cleaned_text,tokens_nostop,topic_key,doc_id,text_topic,0,1,2,3,4,5,6,top_topic,neg,neu,pos,sent_label
Did Villar properties benefit from flood control projects?,https://www.rappler.com/newsbreak/podcasts-videos/task-force-investigate-villar-properties-benefit-flood-control-projects/,2025-11-08T20:00:00+08:00," MANILA, Philippines – Who paid for the flood control projects in Las Piñas and Cavite that allegedly benefited some Villar properties? This is what the new Ombudsman task force wants to probe into , according to Ombudsman Boying Remulla. He said the task force will also investigate all government infrastructure projects linked to the Villars. Earlier, a Rappler investigation revealed that Motiontrade — a firm owned by Christian Aguilar (Senator Mark and Camille Villar’s uncle) — bagged P390 million worth of flood control projects. Rappler reporter Jairo Bolledo explains. – Rappler.com Reporter, writer, producer, video editor: Jairo Bolledo Supervising editor: Isagani de Castro How does this make you feel?",rappler,"MANILA, Philippines – Who paid for the flood control projects in Las Piñas and Cavite that allegedly benefited some Villar properties? This is what the new Ombudsman task force wants to probe into , according to Ombudsman Boying Remulla. He said the task force will also investigate all government infrastructure projects linked to the Villars. Earlier, a Rappler investigation revealed that Motiontrade — a firm owned by Christian Aguilar (Senator Mark and Camille Villar’s uncle) — bagged P390 million worth of flood control projects. Rappler reporter Jairo Bolledo explains. – Rappler.com Reporter, writer, producer, video editor: Jairo Bolledo Supervising editor: Isagani de Castro How does this make you feel?","['manila' 'philippines' 'paid' 'las' 'piñas' 'cavite' 'allegedly'
 'benefited' 'villar' 'properties' 'new' 'ombudsman' 'task' 'force'
 'wants' 'probe' 'ombudsman' 'boying' 'remulla' 'task' 'force'
 'investigate' 'government' 'infrastructure' 'linked' 'villars' 'earlier'
 'investigation' 'revealed' 'motiontrade' 'firm' 'owned' 'christian'
 'aguilar' 'mark' 'camille' 'villar' 'uncle' 'bagged' 'p390' 'million'
 'worth' 'jairo' 'bolledo' 'explains' 'producer' 'jairo' 'bolledo'
 'supervising' 'isagani' 'castro' 'make']",manila philippines paid las piñas cavite allegedly benefited villar properties new ombudsman task force wants probe ombudsman boying remulla task force investigate government infrastructure linked villars earlier investigation revealed motiontrade firm owned christian aguilar mark camille villar uncle bagged p390 million worth jairo bolledo explains producer jairo bolledo supervising isagani castro make,6793.0,manila philippines paid las piñas cavite allegedly benefited villar properties new ombudsman task force wants probe ombudsman boying remulla task force investigate government infrastructure linked villars earlier investigation revealed motiontrade firm owned christian aguilar mark camille villar uncle bagged p390 million worth jairo bolledo explains producer jairo bolledo supervising isagani castro make,0.006214778672092,0.1415274768651963,0.0062190594975591,0.8273937343187626,0.006211280474939,0.0062172682100686,0.006216401961382,3,0.25256565,0.59091526,0.1565191,neu
LIST: Top flood control contractors in Visayas towns where Tino was deadliest,https://www.rappler.com/philippines/visayas/list-top-flood-control-contractors-towns-typhoon-tino-deadliest/,2025-11-08T09:50:09+08:00," SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. Who constructed the flood control projects that should have prevented the deaths caused by Typhoon Tino? The deadliest storm to hit the country this year, Tino and the destruction it left in its wake have sparked even more public outrage over the flood control controversy that first erupted earlier in July. Now, people are asking: Who should be held accountable? The government, at both the national and local levels, has pointed to the doubtful quality of flood control projects in the area. Here are the top flood control contractors of provinces where Tino caused the most deaths. Cebu province ranks second for most flood control projects and highest total cost of projects from 2022 to 2025. This is despite not being among the top 10 most flood-prone provinces in the country. But when Tino hit, it showed that the number and cost of these flood control projects did not equate to safety for the province. Scores of people still died, especially in the towns of Liloan, Compostela, Cebu City, Mandaue City, Danao City, Balamban, and Talisay City. So, since 2022, who built the flood control projects in these areas? In Liloan, where Tino claimed the most lives, Discaya -linked firms, in partnership with MC Geometric Proportions Inc., secured the highest total cost of contracts. These projects were supposed to prevent the Cotcot River from overflowing and flooding the surrounding land. But the waters still rose above the river’s banks, submerging the communities living downstream, as shown in a simulation released by the Cebu Provincial Capitol. Province-wide, QM Builders and Quirante Construction took the biggest slice of projects overall. Most of their projects were built to control the Mananga River in Talisay City, but a Sunstar report found that the shanties under and on the sides of the Mananga Bridge were still destroyed by the strong current. QM Builders is owned by Allan Quirante , who famously flip-flopped during a Senate probe into his company’s projects. Quirante Construction is led by Jonathan Quirante, and sources who requested anonymity told Rappler that Jonathan is Allan’s nephew. (READ: Dumanjug’s Quirante clan took nearly 1 of 4 flood control projects in Cebu ) Negros Island is another area where Tino caused grave destruction, especially in Negros Occidental. From 2022 to 2025, ₱9.5 billion-worth of flood control projects were built in the area — though they failed to stop the recent typhoon from claiming several lives in the province. The Camansi and Binalbagan Rivers are located in the towns of La Castellana and Hinigaran, respectively. River control projects supposed to keep these bodies of water at bay were built by the country’s top flood control contractor: Legacy Construction Corporation. The firm is owned by Alex Abelido, who is also a prominent figure in Negros Occidental. Rappler had previously reported on his company’s flood control projects being flooded back in July. (READ: Most Negros Occidental projects of Marcos-listed top contractor flooded in July ) Another report by Rappler in August found that Legacy Construction Corporation had previously received poor and unsatisfactory ratings from the Constructors’ Performance Evaluation System for road widening and drainage projects in 2020. On the other side of the island, Canlaon City in Negros Oriental was also among the hardest hit by Typhoon Tino. Data show that only one flood control project was built in the city from 2022 to 2025: a box culvert along the Vallehermoso-Canlaon City-La Castellana road constructed by Rekina Construction Services. The town had already been grappling with repeated activity from nearby Kanlaon Volcano when the typhoon struck. Before Tino made landfall, the Philippine Institute of Volcanology and Seismology (Phivolcs) had already issued a warning for lahar and sediment flows. – Rappler.com How does this make you feel?",rappler,"SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. Who constructed the flood control projects that should have prevented the deaths caused by Typhoon Tino? The deadliest storm to hit the country this year, Tino and the destruction it left in its wake have sparked even more public outrage over the flood control controversy that first erupted earlier in July. Now, people are asking: Who should be held accountable? The government, at both the national and local levels, has pointed to the doubtful quality of flood control projects in the area. Here are the top flood control contractors of provinces where Tino caused the most deaths. Cebu province ranks second for most flood control projects and highest total cost of projects from 2022 to 2025. This is despite not being among the top 10 most flood-prone provinces in the country. But when Tino hit, it showed that the number and cost of these flood control projects did not equate to safety for the province. Scores of people still died, especially in the towns of Liloan, Compostela, Cebu City, Mandaue City, Danao City, Balamban, and Talisay City. So, since 2022, who built the flood control projects in these areas? In Liloan, where Tino claimed the most lives, Discaya -linked firms, in partnership with MC Geometric Proportions Inc., secured the highest total cost of contracts. These projects were supposed to prevent the Cotcot River from overflowing and flooding the surrounding land. But the waters still rose above the river’s banks, submerging the communities living downstream, as shown in a simulation released by the Cebu Provincial Capitol. Province-wide, QM Builders and Quirante Construction took the biggest slice of projects overall. Most of their projects were built to control the Mananga River in Talisay City, but a Sunstar report found that the shanties under and on the sides of the Mananga Bridge were still destroyed by the strong current. QM Builders is owned by Allan Quirante , who famously flip-flopped during a Senate probe into his company’s projects. Quirante Construction is led by Jonathan Quirante, and sources who requested anonymity told Rappler that Jonathan is Allan’s nephew. (READ: Dumanjug’s Quirante clan took nearly 1 of 4 flood control projects in Cebu ) Negros Island is another area where Tino caused grave destruction, especially in Negros Occidental. From 2022 to 2025, ₱9.5 billion-worth of flood control projects were built in the area — though they failed to stop the recent typhoon from claiming several lives in the province. The Camansi and Binalbagan Rivers are located in the towns of La Castellana and Hinigaran, respectively. River control projects supposed to keep these bodies of water at bay were built by the country’s top flood control contractor: Legacy Construction Corporation. The firm is owned by Alex Abelido, who is also a prominent figure in Negros Occidental. Rappler had previously reported on his company’s flood control projects being flooded back in July. (READ: Most Negros Occidental projects of Marcos-listed top contractor flooded in July ) Another report by Rappler in August found that Legacy Construction Corporation had previously received poor and unsatisfactory ratings from the Constructors’ Performance Evaluation System for road widening and drainage projects in 2020. On the other side of the island, Canlaon City in Negros Oriental was also among the hardest hit by Typhoon Tino. Data show that only one flood control project was built in the city from 2022 to 2025: a box culvert along the Vallehermoso-Canlaon City-La Castellana road constructed by Rekina Construction Services. The town had already been grappling with repeated activity from nearby Kanlaon Volcano when the typhoon struck. Before Tino made landfall, the Philippine Institute of Volcanology and Seismology (Phivolcs) had already issued a warning for lahar and sediment flows. – Rappler.com How does this make you feel?","['full' 'constructed' 'prevented' 'deaths' 'caused' 'typhoon' 'tino'
 'deadliest' 'storm' 'hit' 'country' 'year' 'tino' 'destruction' 'left'
 'wake' 'sparked' 'even' 'outrage' 'controversy' 'first' 'erupted'
 'earlier' 'asking' 'held' 'accountable' 'government' 'national' 'local'
 'levels' 'pointed' 'doubtful' 'quality' 'area' 'top' 'contractors'
 'provinces' 'tino' 'caused' 'deaths' 'cebu' 'province' 'ranks' 'second'
 'highest' 'total' 'cost' 'despite' 'among' 'top' 'prone' 'provinces'
 'country' 'tino' 'hit' 'showed' 'number' 'cost' 'equate' 'safety'
 'province' 'scores' 'still' 'died' 'especially' 'towns' 'liloan'
 'compostela' 'cebu' 'city' 'mandaue' 'city' 'danao' 'city' 'balamban'
 'talisay' 'city' 'since' 'built' 'areas' 'liloan' 'tino' 'claimed'
 'lives' 'discaya' 'linked' 'firms' 'partnership' 'geometric'
 'proportions' 'inc' 'secured' 'highest' 'total' 'cost' 'contracts'
 'supposed' 'prevent' 'cotcot' 'river' 'overflowing' 'flooding'
 'surrounding' 'land' 'waters' 'still' 'rose' 'river' 'banks' 'submerging'
 'communities' 'living' 'downstream' 'shown' 'simulation' 'released'
 'cebu' 'provincial' 'capitol' 'province' 'wide' 'builders' 'quirante'
 'construction' 'took' 'biggest' 'slice' 'overall' 'built' 'mananga'
 'river' 'talisay' 'city' 'sunstar' 'report' 'found' 'shanties' 'sides'
 'mananga' 'bridge' 'still' 'destroyed' 'strong' 'current' 'builders'
 'owned' 'allan' 'quirante' 'famously' 'flip' 'flopped' 'probe' 'company'
 'quirante' 'construction' 'led' 'jonathan' 'quirante' 'sources'
 'requested' 'anonymity' 'told' 'jonathan' 'allan' 'nephew' 'read'
 'dumanjug' 'quirante' 'clan' 'took' 'nearly' 'cebu' 'negros' 'island'
 'another' 'area' 'tino' 'caused' 'grave' 'destruction' 'especially'
 'negros' 'occidental' 'billion' 'worth' 'built' 'area' 'though' 'failed'
 'stop' 'recent' 'typhoon' 'claiming' 'several' 'lives' 'province'
 'camansi' 'binalbagan' 'rivers' 'located' 'towns' 'castellana'
 'hinigaran' 'respectively' 'river' 'supposed' 'keep' 'bodies' 'water'
 'bay' 'built' 'country' 'top' 'contractor' 'legacy' 'construction'
 'corporation' 'firm' 'owned' 'alex' 'abelido' 'prominent' 'figure'
 'negros' 'occidental' 'previously' 'reported' 'company' 'flooded' 'back'
 'read' 'negros' 'occidental' 'marcos' 'listed' 'top' 'contractor'
 'flooded' 'another' 'report' 'found' 'legacy' 'construction'
 'corporation' 'previously' 'received' 'poor' 'unsatisfactory' 'ratings'
 'constructors' 'performance' 'evaluation' 'system' 'road' 'widening'
 'drainage' 'side' 'island' 'canlaon' 'city' 'negros' 'oriental' 'among'
 'hardest' 'hit' 'typhoon' 'tino' 'data' 'show' 'one' 'built' 'city' 'box'
 'culvert' 'along' 'vallehermoso' 'canlaon' 'city' 'castellana' 'road'
 'constructed' 'rekina' 'construction' 'services' 'town' 'already'
 'grappling' 'repeated' 'activity' 'nearby' 'kanlaon' 'volcano' 'typhoon'
 'struck' 'tino' 'made' 'landfall' 'philippine' 'institute' 'volcanology'
 'seismology' 'phivolcs' 'already' 'issued' 'warning' 'lahar' 'sediment'
 'flows' 'make']",full constructed prevented deaths caused typhoon tino deadliest storm hit country year tino destruction left wake sparked even outrage controversy first erupted earlier asking held accountable government national local levels pointed doubtful quality area top contractors provinces tino caused deaths cebu province ranks second highest total cost despite among top prone provinces country tino hit showed number cost equate safety province scores still died especially towns liloan compostela cebu city mandaue city danao city balamban talisay city since built areas liloan tino claimed lives discaya linked firms partnership geometric proportions inc secured highest total cost contracts supposed prevent cotcot river overflowing flooding surrounding land waters still rose river banks submerging communities living downstream shown simulation released cebu provincial capitol province wide builders quirante construction took biggest slice overall built mananga river talisay city sunstar report found shanties sides mananga bridge still destroyed strong current builders owned allan quirante famously flip flopped probe company quirante construction led jonathan quirante sources requested anonymity told jonathan allan nephew read dumanjug quirante clan took nearly cebu negros island another area tino caused grave destruction especially negros occidental billion worth built area though failed stop recent typhoon claiming several lives province camansi binalbagan rivers located towns castellana hinigaran respectively river supposed keep bodies water bay built country top contractor legacy construction corporation firm owned alex abelido prominent figure negros occidental previously reported company flooded back read negros occidental marcos listed top contractor flooded another report found legacy construction corporation previously received poor unsatisfactory ratings constructors performance evaluation system road widening drainage side island canlaon city negros oriental among hardest hit typhoon tino data show one built city box culvert along vallehermoso canlaon city castellana road constructed rekina construction services town already grappling repeated activity nearby kanlaon volcano typhoon struck tino made landfall philippine institute volcanology seismology phivolcs already issued warning lahar sediment flows make,6794.0,full constructed prevented deaths caused typhoon tino deadliest storm hit country year tino destruction left wake sparked even outrage controversy first erupted earlier asking held accountable government national local levels pointed doubtful quality area top contractors provinces tino caused deaths cebu province ranks second highest total cost despite among top prone provinces country tino hit showed number cost equate safety province scores still died especially towns liloan compostela cebu city mandaue city danao city balamban talisay city since built areas liloan tino claimed lives discaya linked firms partnership geometric proportions inc secured highest total cost contracts supposed prevent cotcot river overflowing flooding surrounding land waters still rose river banks submerging communities living downstream shown simulation released cebu provincial capitol province wide builders quirante construction took biggest slice overall built mananga river talisay city sunstar report found shanties sides mananga bridge still destroyed strong current builders owned allan quirante famously flip flopped probe company quirante construction led jonathan quirante sources requested anonymity told jonathan allan nephew read dumanjug quirante clan took nearly cebu negros island another area tino caused grave destruction especially negros occidental billion worth built area though failed stop recent typhoon claiming several lives province camansi binalbagan rivers located towns castellana hinigaran respectively river supposed keep bodies water bay built country top contractor legacy construction corporation firm owned alex abelido prominent figure negros occidental previously reported company flooded back read negros occidental marcos listed top contractor flooded another report found legacy construction corporation previously received poor unsatisfactory ratings constructors performance evaluation system road widening drainage side island canlaon city negros oriental among hardest hit typhoon tino data show one built city box culvert along vallehermoso canlaon city castellana road constructed rekina construction services town already grappling repeated activity nearby kanlaon volcano typhoon struck tino made landfall philippine institute volcanology seismology phivolcs already issued warning lahar sediment flows make,0.0010139269435511,0.0010143349575221,0.0010141361982512,0.9779940641305572,0.0010135037770604,0.0169351167620244,0.0010149172310335,3,0.7954382,0.16651066,0.03805122,neg
Anomalous? Only 2 of 254 flood control works were approved by Quezon City,https://www.rappler.com/philippines/metro-manila/flood-control-projects-approved-quezon-city-2021-2025/,2025-08-29T16:01:42+08:00," SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. QUEZON CITY. Thick clouds envelop Pasig and Quezon City on June 3, 2025. Jire Carreon/Rappler MANILA, Philippines – Only 2 out of the 254 flood control projects of the Department of Public Works and Highways (DPWH) in Quezon City were approved by the city government, raising suspicions that some of the flood control works in the Philippines’ richest and largest city may be anomalous. The rest of the flood control projects, worth P14.24 billion, had disapproved, incomplete, or lacking certificates of coordination required under the Local Government Code and the policy of the city government. Only 16 out of the 254 projects tried to apply for a certificate of coordination. “I am convinced that there are anomalous projects,” Quezon City Mayor Joy Belmonte said in a press briefing on Friday, August 29. “It’s quite suspect for me — I’m talking on a personal basis — that we have all these policies in place that require you to coordinate,” she added. All flood control projects in Quezon City currently under inspection were supposedly constructed from 2021 to 2025. Quezon City said that aside from the certificates of coordination being required by law, they need these in order to align the projects with the city’s drainage master plan, conducted with the University of the Philippines Resilience Institute. According to city engineer Dale Perral, the certificate is a prerequisite for other permits needed for construction. The city government has so far completed the inspection of 93 flood control projects worth P6.64 billion in total. Some of the disapproved projects the local government identified were the Matalahib Creek pumping station (worth P95,998,547), the Mariblo pumping station (worth P282,850,771.95), and the Sta. Cruz pumping station (worth P282,847,634.84). Bypassing the local government is an issue not only in flood control projects but also in other DPWH projects. Of the 1,652 DPWH projects in Quezon City from 2021 to 2025, only 138 or 8.4% have approved certificates of coordination. During Friday’s press briefing, local officials enumerated the following observations from their on-site inspections of flood control works: A particularly anomalous flood control project identified as “Construction of Mendez Creek, Brgy. Baesa, QC” now had a roadway above the creek. According to Carlo Lopez Austria, head of city legal department, there are many legal recourse against violators. “There are actions where we can file administrative as well as criminal charges for violations of the Local Government Code, Water Code, National Building Code, among others,” Austria said in a mix of English and Filipino during the briefing. Seven out of the 15 flood control contractors on President Ferdinand Marcos Jr.’s list have contracts in Quezon City: – Rappler.com How does this make you feel?",rappler,"SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. QUEZON CITY. Thick clouds envelop Pasig and Quezon City on June 3, 2025. Jire Carreon/Rappler MANILA, Philippines – Only 2 out of the 254 flood control projects of the Department of Public Works and Highways (DPWH) in Quezon City were approved by the city government, raising suspicions that some of the flood control works in the Philippines’ richest and largest city may be anomalous. The rest of the flood control projects, worth P14.24 billion, had disapproved, incomplete, or lacking certificates of coordination required under the Local Government Code and the policy of the city government. Only 16 out of the 254 projects tried to apply for a certificate of coordination. “I am convinced that there are anomalous projects,” Quezon City Mayor Joy Belmonte said in a press briefing on Friday, August 29. “It’s quite suspect for me — I’m talking on a personal basis — that we have all these policies in place that require you to coordinate,” she added. All flood control projects in Quezon City currently under inspection were supposedly constructed from 2021 to 2025. Quezon City said that aside from the certificates of coordination being required by law, they need these in order to align the projects with the city’s drainage master plan, conducted with the University of the Philippines Resilience Institute. According to city engineer Dale Perral, the certificate is a prerequisite for other permits needed for construction. The city government has so far completed the inspection of 93 flood control projects worth P6.64 billion in total. Some of the disapproved projects the local government identified were the Matalahib Creek pumping station (worth P95,998,547), the Mariblo pumping station (worth P282,850,771.95), and the Sta. Cruz pumping station (worth P282,847,634.84). Bypassing the local government is an issue not only in flood control projects but also in other DPWH projects. Of the 1,652 DPWH projects in Quezon City from 2021 to 2025, only 138 or 8.4% have approved certificates of coordination. During Friday’s press briefing, local officials enumerated the following observations from their on-site inspections of flood control works: A particularly anomalous flood control project identified as “Construction of Mendez Creek, Brgy. Baesa, QC” now had a roadway above the creek. According to Carlo Lopez Austria, head of city legal department, there are many legal recourse against violators. “There are actions where we can file administrative as well as criminal charges for violations of the Local Government Code, Water Code, National Building Code, among others,” Austria said in a mix of English and Filipino during the briefing. Seven out of the 15 flood control contractors on President Ferdinand Marcos Jr.’s list have contracts in Quezon City: – Rappler.com How does this make you feel?","['full' 'quezon' 'city' 'thick' 'clouds' 'envelop' 'pasig' 'quezon' 'city'
 'jire' 'carreon' 'manila' 'philippines' 'department' 'works' 'highways'
 'quezon' 'city' 'approved' 'city' 'government' 'raising' 'suspicions'
 'works' 'philippines' 'richest' 'largest' 'city' 'anomalous' 'rest'
 'worth' 'p14' 'billion' 'disapproved' 'incomplete' 'lacking'
 'certificates' 'coordination' 'required' 'local' 'government' 'code'
 'policy' 'city' 'government' 'tried' 'apply' 'certificate' 'coordination'
 'convinced' 'anomalous' 'quezon' 'city' 'mayor' 'joy' 'belmonte' 'press'
 'briefing' 'friday' 'quite' 'suspect' 'talking' 'personal' 'basis'
 'policies' 'place' 'require' 'coordinate' 'added' 'quezon' 'city'
 'currently' 'inspection' 'supposedly' 'constructed' 'quezon' 'city'
 'aside' 'certificates' 'coordination' 'required' 'law' 'need' 'order'
 'align' 'city' 'drainage' 'master' 'plan' 'conducted' 'university'
 'philippines' 'resilience' 'institute' 'city' 'engineer' 'dale' 'perral'
 'certificate' 'prerequisite' 'permits' 'needed' 'construction' 'city'
 'government' 'far' 'completed' 'inspection' 'worth' 'billion' 'total'
 'disapproved' 'local' 'government' 'identified' 'matalahib' 'creek'
 'pumping' 'station' 'worth' 'p95' 'mariblo' 'pumping' 'station' 'worth'
 'p282' 'sta' 'cruz' 'pumping' 'station' 'worth' 'p282' 'bypassing'
 'local' 'government' 'issue' 'quezon' 'city' 'approved' 'certificates'
 'coordination' 'friday' 'press' 'briefing' 'local' 'officials'
 'enumerated' 'following' 'observations' 'site' 'inspections' 'works'
 'particularly' 'anomalous' 'identified' 'construction' 'mendez' 'creek'
 'brgy' 'baesa' 'roadway' 'creek' 'carlo' 'lopez' 'austria' 'head' 'city'
 'legal' 'department' 'many' 'legal' 'recourse' 'violators' 'actions'
 'file' 'administrative' 'well' 'criminal' 'charges' 'violations' 'local'
 'government' 'code' 'water' 'code' 'national' 'building' 'code' 'among'
 'others' 'austria' 'mix' 'english' 'filipino' 'briefing' 'seven'
 'contractors' 'president' 'ferdinand' 'marcos' 'list' 'contracts'
 'quezon' 'city' 'make']",full quezon city thick clouds envelop pasig quezon city jire carreon manila philippines department works highways quezon city approved city government raising suspicions works philippines richest largest city anomalous rest worth p14 billion disapproved incomplete lacking certificates coordination required local government code policy city government tried apply certificate coordination convinced anomalous quezon city mayor joy belmonte press briefing friday quite suspect talking personal basis policies place require coordinate added quezon city currently inspection supposedly constructed quezon city aside certificates coordination required law need order align city drainage master plan conducted university philippines resilience institute city engineer dale perral certificate prerequisite permits needed construction city government far completed inspection worth billion total disapproved local government identified matalahib creek pumping station worth p95 mariblo pumping station worth p282 sta cruz pumping station worth p282 bypassing local government issue quezon city approved certificates coordination friday press briefing local officials enumerated following observations site inspections works particularly anomalous identified construction mendez creek brgy baesa roadway creek carlo lopez austria head city legal department many legal recourse violators actions file administrative well criminal charges violations local government code water code national building code among others austria mix english filipino briefing seven contractors president ferdinand marcos list contracts quezon city make,6795.0,full quezon city thick clouds envelop pasig quezon city jire carreon manila philippines department works highways quezon city approved city government raising suspicions works philippines richest largest city anomalous rest worth p14 billion disapproved incomplete lacking certificates coordination required local government code policy city government tried apply certificate coordination convinced anomalous quezon city mayor joy belmonte press briefing friday quite suspect talking personal basis policies place require coordinate added quezon city currently inspection supposedly constructed quezon city aside certificates coordination required law need order align city drainage master plan conducted university philippines resilience institute city engineer dale perral certificate prerequisite permits needed construction city government far completed inspection worth billion total disapproved local government identified matalahib creek pumping station worth p95 mariblo pumping station worth p282 sta cruz pumping station worth p282 bypassing local government issue quezon city approved certificates coordination friday press briefing local officials enumerated following observations site inspections works particularly anomalous identified construction mendez creek brgy baesa roadway creek carlo lopez austria head city legal department many legal recourse violators actions file administrative well criminal charges violations local government code water code national building code among others austria mix english filipino briefing seven contractors president ferdinand marcos list contracts quezon city make,0.0014886413904064,0.0014935927097995,0.0014883725435316,0.9910621165977856,0.0014884313362916,0.0014896189242449,0.0014892264979402,3,0.52983415,0.36735517,0.1028107,neg
